Source,Target,Weight,July19Topic,PostDate
User1738,Post462,1,5,Nov-16
User1733,Post462,1,5,Nov-16
User1696,Post246,1,15,Nov-16
User1696,Post059,1,2,Nov-16
User1644,Post053,1,8,Dec-16
User1612,Post155,1,10,Dec-16
User1583,Post053,1,8,Dec-16
User1545,Post236,1,17,Oct-16
User1545,Post027,1,12,Oct-16
User1542,Post061,1,7,Dec-16
User1537,Post061,1,7,Dec-16
User1530,Post246,1,15,Nov-16
User1516,Post148,1,15,Sep-16
User1512,Post053,1,8,Dec-16
User1373,Post041,1,13,Dec-16
User1373,Post016,1,10,Nov-16
User1373,Post351,1,4,Nov-16
User1373,Post059,1,2,Nov-16
User1373,Post075,1,13,Nov-16
User1373,Post462,1,5,Nov-16
User1373,Post138,1,6,Nov-16
User1366,Post075,1,13,Nov-16
User1354,Post053,1,8,Dec-16
User1344,Post246,1,15,Nov-16
User1330,Post053,1,8,Dec-16
User1281,Post061,1,7,Dec-16
User1233,Post486,1,15,Oct-16
User1197,Post284,1,13,Nov-16
User1187,Post236,1,17,Oct-16
User1187,Post027,1,12,Oct-16
User1181,Post041,1,13,Dec-16
User1145,Post027,1,12,Oct-16
User1103,Post027,1,12,Oct-16
User1092,Post075,1,13,Nov-16
User1090,Post041,1,13,Dec-16
User1081,Post027,1,12,Oct-16
User1044,Post284,1,13,Nov-16
User0987,Post075,1,13,Nov-16
User0956,Post075,1,13,Nov-16
User0907,Post053,1,8,Dec-16
User0906,Post205,1,17,Sep-16
User0847,Post075,1,13,Nov-16
User0822,Post486,1,15,Oct-16
User0822,Post148,1,15,Sep-16
User0731,Post075,1,13,Nov-16
User0664,Post449,1,15,Sep-16
User0602,Post041,1,13,Dec-16
User0566,Post155,1,10,Dec-16
User0564,Post027,1,12,Oct-16
User0530,Post148,1,15,Sep-16
User0530,Post054,1,9,Sep-16
User0530,Post449,1,15,Sep-16
User0530,Post295,1,18,Sep-16
User0530,Post529,1,12,Sep-16
User0530,Post382,1,17,Sep-16
User0505,Post178,1,15,Dec-16
User0505,Post061,1,7,Dec-16
User0505,Post041,1,13,Dec-16
User0505,Post027,1,12,Oct-16
User0505,Post205,1,17,Sep-16
User0505,Post382,1,17,Sep-16
User0500,Post486,1,15,Oct-16
User0500,Post449,1,15,Sep-16
User0483,Post486,1,15,Oct-16
User0483,Post205,1,17,Sep-16
User0483,Post148,1,15,Sep-16
User0483,Post054,1,9,Sep-16
User0483,Post449,1,15,Sep-16
User0483,Post295,1,18,Sep-16
User0483,Post529,1,12,Sep-16
User0483,Post382,1,17,Sep-16
User0469,Post178,1,15,Dec-16
User0469,Post205,1,17,Sep-16
User0469,Post382,1,17,Sep-16
User0455,Post059,1,2,Nov-16
User0455,Post153,1,7,Nov-16
User0455,Post462,1,5,Nov-16
User0455,Post138,1,6,Nov-16
User0455,Post236,1,17,Oct-16
User0455,Post486,1,15,Oct-16
User0455,Post205,1,17,Sep-16
User0455,Post054,1,9,Sep-16
User0455,Post449,1,15,Sep-16
User0455,Post295,1,18,Sep-16
User0455,Post529,1,12,Sep-16
User0455,Post382,1,17,Sep-16
User0454,Post061,1,7,Dec-16
User0454,Post041,1,13,Dec-16
User0454,Post016,1,10,Nov-16
User0454,Post284,1,13,Nov-16
User0454,Post549,1,13,Nov-16
User0454,Post075,1,13,Nov-16
User0454,Post236,1,17,Oct-16
User0454,Post486,1,15,Oct-16
User0454,Post148,1,15,Sep-16
User0454,Post054,1,9,Sep-16
User0454,Post449,1,15,Sep-16
User0454,Post382,1,17,Sep-16
User0444,Post075,1,13,Nov-16
User0432,Post178,1,15,Dec-16
User0432,Post351,1,4,Nov-16
User0432,Post138,1,6,Nov-16
User0421,Post061,1,7,Dec-16
User0419,Post061,1,7,Dec-16
User0419,Post138,1,6,Nov-16
User0416,Post041,1,13,Dec-16
User0416,Post246,1,15,Nov-16
User0414,Post061,1,7,Dec-16
User0414,Post027,1,12,Oct-16
User0410,Post053,1,8,Dec-16
User0395,Post041,1,13,Dec-16
User0395,Post246,1,15,Nov-16
User0382,Post054,1,9,Sep-16
User0373,Post053,1,8,Dec-16
User0373,Post155,1,10,Dec-16
User0373,Post178,1,15,Dec-16
User0373,Post061,1,7,Dec-16
User0373,Post246,1,15,Nov-16
User0373,Post231,1,7,Nov-16
User0373,Post284,1,13,Nov-16
User0373,Post351,1,4,Nov-16
User0373,Post059,1,2,Nov-16
User0373,Post075,1,13,Nov-16
User0373,Post153,1,7,Nov-16
User0369,Post027,1,12,Oct-16
User0359,Post382,1,17,Sep-16
User0345,Post462,1,5,Nov-16
User0345,Post138,1,6,Nov-16
User0343,Post041,1,13,Dec-16
User0343,Post016,1,10,Nov-16
User0343,Post246,1,15,Nov-16
User0343,Post231,1,7,Nov-16
User0343,Post284,1,13,Nov-16
User0343,Post075,1,13,Nov-16
User0323,Post155,1,10,Dec-16
User0323,Post178,1,15,Dec-16
User0323,Post351,1,4,Nov-16
User0323,Post236,1,17,Oct-16
User0323,Post027,1,12,Oct-16
User0266,Post236,1,17,Oct-16
User0266,Post027,1,12,Oct-16
User0263,Post178,1,15,Dec-16
User0263,Post061,1,7,Dec-16
User0263,Post016,1,10,Nov-16
User0263,Post246,1,15,Nov-16
User0263,Post231,1,7,Nov-16
User0263,Post284,1,13,Nov-16
User0263,Post351,1,4,Nov-16
User0263,Post549,1,13,Nov-16
User0263,Post059,1,2,Nov-16
User0263,Post075,1,13,Nov-16
User0263,Post153,1,7,Nov-16
User0263,Post027,1,12,Oct-16
User0205,Post462,1,5,Nov-16
User0205,Post486,1,15,Oct-16
User0205,Post205,1,17,Sep-16
User0193,Post061,1,7,Dec-16
User0186,Post351,1,4,Nov-16
User0186,Post205,1,17,Sep-16
User0186,Post148,1,15,Sep-16
User0186,Post054,1,9,Sep-16
User0186,Post295,1,18,Sep-16
User0185,Post231,1,7,Nov-16
User0185,Post284,1,13,Nov-16
User0185,Post351,1,4,Nov-16
User0170,Post246,1,15,Nov-16
User0170,Post075,1,13,Nov-16
User0170,Post153,1,7,Nov-16
User0170,Post462,1,5,Nov-16
User0170,Post138,1,6,Nov-16
User0158,Post178,1,15,Dec-16
User0158,Post027,1,12,Oct-16
User0149,Post053,1,8,Dec-16
User0136,Post061,1,7,Dec-16
User0134,Post205,1,17,Sep-16
User0124,Post027,1,12,Oct-16
User0124,Post529,1,12,Sep-16
User0124,Post382,1,17,Sep-16
User0113,Post053,1,8,Dec-16
User0113,Post061,1,7,Dec-16
